märus	Määrus
jures	juures
et	et
juhhan	Juhan
oberpal	Oberpaal
ühhe	ühe
teise	teise
mehhega	mehega
temma	tema
kallale	kallale
kippunud	kippunud
sis	siis
kui	kui
ta	ta
mas	maas
magganud	maganud
olla	olla
temma	tema
omma	oma
naine	naine
sindi	Sindi
mõisama	mõisamaa
peal	peal
ellaniku	elaniku
jurri	Juri
männiku	Männiku
naine	naine
rina	Riina
ja	ja
killingist	Kilingist
ra	Ra
marri	Mari
rul	Ruul
astus	Astus
ette	ette
juhhan	Juhan
oberpal	Oberpaal
ja	ja
wastas	wastas
küssimise	küsimise
peale	peale
et	et
sell	sell
päeval	päeval
enne	enne
lõunat	lõunat
olla	olla
küll	küll
jakob	Jakob
ria	Riia
temmal	temal
par	paar
kindaid	kindaid
ärra	ära
warrastada	warastada
tahtnud	tahtnud
mis	mis
sindi	Sindi
mõisa	mõisa
karjames	karjamees
mart	Mart
markus	Markus
ka	ka
näinud	näinud
olla	olla
agga	aga
peale	peale
lõunat	lõunat
polle	pole
temma	tema
jakob	Jakob
riasse	Riiasse
kes	kes
ennast	ennast
ütleb	ütleb
lada	laada
platsile	platsile
maggama	magama
heitnud	heitnud
olnud	olnud
mitte	mitte
putunud	puutunud
ja	ja
temma	tema
sest	sest
taskudde	taskude
läbbi	läbi
otsimisest	otsimisest
middagistki	midagistki
ei	ei
teada	teada
ja	ja
se	see
selge	selge
walle	wale
jut	jut
olla	olla
sai	Sai
arwatud	arwatud
sab	Saab
se	see
assi	asi
kui	kui
lada	laada
platsil	platsil
sündinud	sündinud
tülli	tüli
keiserliku	Keiserliku
pernu	Pernu
sillakohtule	Sillakohtule
üllekulamiseks	ülekuulamiseks
allandlikult	alandlikult
ette	ette
pandud	pandud
ühhes	ühes
jakob	Jakob
ria	Riia
wahhi	wahi
all	all
sinna	sinna
läkkitamisega	läkkitamisega
20.	20.
oktoobril	Oktoobril
1884	1884
n	N
828	828
al	al
sillakohtusse	Sillakohtusse
sadetud	saadetud
protokoll	Protokoll
no	No
125	125
asjus	asjus
astus	astus
kutsumise	kutsumise
peale	peale
ette	ette
sindist	Sindist
andres	Andres
klas	Klaas
ja	ja
wastas	wastas
küssimise	küsimise
peale	peale
et	et
temma	tema
mitte	mitte
sedda	seda
tunnistada	tunnistada
ei	ei
wõi	wõi
kas	kas
karrel	Karel
kumm	Kumm
17mal	17mal
wasta	wasta
18.	18.
septembri	Septembri
ku	kuu
öl	ööl
ö	öö
läbbi	läbi
mõisas	mõisas
wahhi	wahi
peal	peal
olnud	olnud
on	on
ehk	ehk
mitte	mitte
õhtul	Õhtul
on	on
ta	ta
tedda	teda
küll	küll
wahhi	wahi
peal	peal
ollewad	olewad
näinud	näinud
agga	aga
kas	kas
ta	ta
just	just
ö	öö
otsa	otsa
säl	sääl
ärra	ära
käimata	käimata
wahti	wahti
piddanud	pidanud
sedda	seda
ei	ei
teada	teada
ta	ta
mitte	mitte
astus	Astus
ette	ette
ann	Ann
jakobson	Jakobson
ja	ja
andis	andis
ülles	üles
et	et
temma	tema
ned	need
espol	eespool
nimmetud	nimetud
omma	oma
poea	poea
rided	riided
5	5
päewa	päewa
enne	enne
ärra	ära
warastamist	warastamist
marri	Mari
kummi	Kummi
kes	kes
karrel	Karel
kummi	Kummi
emma	ema
sowimise	soowimise
peale	peale
karrel	Karel
kummi	Kummi
nähhes	nähes
temma	tema
kambrisse	kambrisse
olla	olla
pannud	pannud
ja	ja
kui	kui
temma	tema
ann	Ann
jakobson	Jakobson
18.	18.
septbr	Septbr
hommikul	homikul
peale	peale
päikese	päikese
tõusu	tõusu
walla	walla
maggasini	magasini
aida	aida
jurest	juurest
mis	mis
umbes	umbes
50	50
sammu	sammu
waeste	waeste
maeast	maeast
kaugel	kaugel
omma	oma
pallito	palito
mis	mis
ka	ka
karrel	Karel
kummi	Kummi
kambris	kambris
seisnud	seisnud
mast	maast
leidnud	leidnud
ning	ning
kui	kui
temma	tema
se	see
peale	peale
tua	tua
jure	juure
läinud	läinud
ja	ja
seia	seia
asja	asja
asja	asja
räkima	rääkima
hakkanud	hakkanud
sis	siis
alles	alles
ütlenud	ütlenud
marri	Mari
kumm	Kumm
et	et
temma	tema
poea	poea
kambri	kambri
aken	aken
olla	olla
hommikul	homikul
lahti	lahti
olnud	olnud
ja	ja
wist	wist
wargad	wargad
ösel	öösel
säl	sääl
ses	sees
käinud	käinud
hommikul	Hommikul
polle	pole
agga	aga
kegi	keegi
sellest	sellest
middagistki	midagistki
räkinud	rääkinud
et	et
aken	aken
lahti	lahti
olnud	olnud
on	on
ja	ja
sepärast	seepärast
temma	tema
sedda	seda
ka	ka
mitte	mitte
ei	ei
ussu	usu
astus	Astus
ette	ette
jaokb	Jaokb
kumm	Kumm
kes	kes
karrel	Karel
kummi	Kummi
issa	isa
ja	ja
wastas	wastas
küssimise	küsimise
peale	peale
et	et
temma	tema
olla	olla
kõige	kõige
enne	enne
selle	selle
omma	oma
poea	poea
kambri	kambri
akkna	akkna
18	18
septembril	Septembril
lahti	lahti
wõetud	wõetud
ollewad	olewad
näinud	näinud
ja	ja
kui	kui
temma	tema
sedda	seda
omma	oma
naise	naise
marrile	Marile
teadustanud	teadustanud
olla	olla
se	see
kohhe	kohe
sinna	sinna
sisse	sisse
omma	oma
asju	asju
järrel	järel
watama	waatama
läinud	läinud
ja	ja
kui	kui
ta	ta
middagitki	midagitki
mitte	mitte
warra	wara
kaddunud	kadunud
ollewad	olewad
leidnud	leidnud
polle	pole
ka	ka
sedda	seda
suggugi	sugugi
tädnud	täädnud
et	et
jan	Jaan
jakobsoni	Jakobsoni
rided	riided
ka	ka
säl	sääl
ses	sees
seisnud	seisnud
polle	pole
nemmad	nemad
midagist	midagist
pahha	paha
tehtud	tehtud
ollewad	olewad
mõelnud	mõelnud
ja	ja
sepärast	seepärast
ka	ka
warguse	warguse
kohta	kohta
kohhe	kohe
mitte	mitte
wälja	wälja
teinud	teinud
astus	Astus
ette	ette
marri	Mari
kumm	Kumm
ja	ja
räkis	rääkis
sedda	seda
samma	sama
mis	mis
temma	tema
mes	mees
jakobki	Jakobki
karrel	Karel
kumm	Kumm
ütleb	ütleb
et	et
temma	tema
mitte	mitte
sedda	seda
ei	ei
teada	teada
kas	kas
jan	Jaan
jakobsoni	Jakobsoni
rided	riided
on	on
temma	tema
tuas	tuas
olnud	olnud
wõi	wõi
ei	ei
olle	ole
jan	Jaan
jakobsonil	Jakobsonil
ei	ei
olnud	olnud
ka	ka
middagitki	midagitki
paremaks	paremaks
tunnistuseks	tunnistuseks
ülles	üles
anda	anda
koggukonna	Kogukonna
kohhus	kohus
käis	käis
sedda	seda
waeste	waeste
maea	maea
akend	akend
järrele	järele
watamas	waatamas
12	12
octoobril	Octoobril
s	s
a	a
ja	ja
leidis	leidis
et	et
selle	selle
aknal	aknal
üks	üks
klas	klaas
rut	ruut
jubba	juba
wannaste	wanaste
katki	katki
tehtud	tehtud
ja	ja
selle	selle
assemele	asemele
paks	paks
pabber	paber
ette	ette
pandud	pandud
olli	oli
mis	mis
läbbi	läbi
kergeste	kergeste
akna	akna
hagid	haagid
wälja	wälja
polt	poolt
lahti	lahti
wõtta	wõtta
wõib	wõib
agga	aga
siski	siiski
et	et
sält	säält
kambrist	kambrist
ainult	ainult
jan	Jaan
jakobsoni	Jakobsoni
rided	riided
üksinda	üksinda
ärra	ära
warrastud	warastud
ja	ja
teised	teised
rided	riided
ja	ja
asjad	asjad
putumata	puutumata
jäetud	jäetud
on	on
karrel	Karel
kumm	Kumm
kahtlaseks	kahtlaseks
arwata	arwata
ja	ja
sai	Sai
arwatud	arwatud
sab	Saab
se	see
assi	asi
keiserliku	Keiserliku
pernu	Pernu
sillakohtule	Sillakohtule
ülle	üle
kulamiseks	kuulamiseks
allandlikult	alandlikult
ette	ette
pandud	pandud
22.	22.
okt.	Okt.
1884	1884
n	N
840	840
al	al
sillakohtule	Sillakohtule
ette	ette
pandud	pandud
astus	Astus
ette	ette
sindist	Sindist
andres	Andres
klas	Klaas
ja	ja
kaebas	kaebas
et	et
temma	tema
olla	olla
sindi	Sindi
walla	walla
tallupoeg	talupoeg
jan	Jaan
ellendi	Elendi
palwe	palwe
peale	peale
temma	tema
heinama	heinamaa
langi	langi
mis	mis
pol	pool
parrema	parema
ja	ja
pol	pool
wassema	wasema
rohhu	rohu
kaswataja	kaswataja
ma	maa
on	on
minnewal	minewal
suil	suil
selle	selle
tingimisega	tingimisega
ärra	ära
teinud	teinud
et	et
wõtawad	wõtawad
ned	need
heinad	heinad
talwel	talwel
jan	Jaan
ellendiga	Elendiga
korma	koorma
kaupa	kaupa
poleks	pooleks
se	See
heinama	heinamaa
on	on
42	42
sadu	saadu
heina	heina
wälja	wälja
annud	annud
mis	mis
temma	tema
nelja	nelja
kohjasse	kohjasse
kokku	kokku
pannud	pannud
ja	ja
nimelt	nimelt
parremad	paremad
heinad	heinad
kahte	kahte
kohja	kohja
kokku	kokku
30	30
sadu	saadu
ja	ja
waesemad	waesemad
heinad	heinad
kahte	kahte
kohja	kohja
kokku	kokku
12	12
sadu	saadu
nüid	Nüid
olla	olla
agga	aga
jan	Jaan
elend	Elend
ned	need
parremad	paremad
heinad	heinad
30	30
sadu	saadu
ärra	ära
tonud	toonud
ja	ja
waesemad	waesemad
heinad	heinad
12	12
sadu	saadu
järrele	järele
temma	tema
jaoks	jaoks
jätnud	jätnud
mis	mis
ka	ka
temma	tema
mitte	mitte
rahhul	rahul
olla	olla
ei	ei
wõi	wõi
sest	sest
et	et
ilma	ilma
et	et
tedda	teda
liggi	ligi
kutsunud	kutsunud
oleks	oleks
parremad	paremad
ja	ja
rohkem	rohkem
ossa	osa
heinu	heinu
ärra	ära
tonud	toonud
ja	ja
wähhem	wähem
ning	ning
waesemad	waesemad
järrele	järele
jätnud	jätnud
mis	mis
temma	tema
mitte	mitte
tarwitada	tarwitada
ei	ei
wõi	wõi
ja	ja
sepärast	seepärast
omma	oma
kohju	kohju
tasumiseks	tasumiseks
31	31
rubla	rubla
jan	Jaan
ellendi	Elendi
käest	käest
nõuab	nõuab
astus	Astus
ette	ette
jan	Jaan
elend	Elend
ja	ja
wastas	wastas
et	et
nende	nende
kaup	kaup
heina	heina
poleks	pooleks
teggemise	tegemise
pärats	pärats
olnud	olnud
ni	nii
et	et
andres	Andres
klas	Klaas
piddanud	pidanud
suil	suil
sad	saad
poleks	pooleks
teggema	tegema
wõtma	wõtma
ja	ja
nimelt	nimelt
paris	paaris
ja	ja
ühhesurused	ühesuurused
kohjad	kohjad
teggema	tegema
ja	ja
on	on
ka	ka
andres	Andres
klas	Klaas
nelli	neli
kohja	kohja
teinud	teinud
2	2
wäiksemad	wäiksemad
ja	ja
2	2
suremad	suuremad
ühhe	Ühe
wäiksema	wäiksema
ja	ja
ühhe	ühe
surema	suurema
heina	heina
kohja	kohja
on	on
temma	tema
ärra	ära
tonud	toonud
ja	ja
2	2
nisamma	niisama
sugust	sugust
järrele	järele
jätnud	jätnud
andres	Andres
klassenile	Klaassenile
et	Et
jan	Jaan
elend	Elend
ilma	ilma
andres	Andres
klas	Klaas
liggi	ligi
kutsumata	kutsumata
heinde	heinde
järrele	järele
läinud	läinud
ja	ja
naggu	nagu
koggukonna	kogukonna
kohtul	kohtul
se	see
teada	teada
on	on
pol	pool
sest	sest
heina	heina
mast	maast
parrema	parema
ja	ja
pol	pool
waeseam	waeseam
rohhu	rohu
kaswataja	kaswataja
ma	maa
ja	ja
nüid	nüid
jan	Jaan
elend	Elend
parremad	paremad
heinad	heinad
ärra	ära
winud	wiinud
ja	ja
waesemad	waesemad
järrele	järele
jätnud	jätnud
sest	sest
ühhendas	ühendas
kohhus	kohus
ennast	ennast
selle	selle
mõistusele	Mõistusele
jan	Jaan
elend	Elend
peab	peab
42	42
sao	sao
heindest	heindest
poled	pooled
se	see
on	on
21	21
sadu	saadu
andres	Andres
klasile	Klaasile
rahhaga	rahaga
wälja	wälja
maksma	maksma
8	8
päewa	päewa
pärast	pärast
ja	ja
nimelt	nimelt
on	on
arwata	arwata
igga	iga
sad	saad
7	7
puda	puuda
teb	teeb
wälja	wälja
147	147
puda	puuda
à	à
pud	puud
20	20
kop	kop
summa	Summa
29	29
rubla	rubla
40	40
kopik	kopik
otsus	Otsus
kulutud	kuulutud
jan	Jaan
elend	Elend
nõuab	nõuab
ülemat	ülemat
kohut	kohut
mis	mis
ka	ka
lubbatud	lubatud
sai	sai
üllem	Ülem
kohhus	kohus
60	60
puda	puuda
heinu	heinu
mõistnud	mõistnud
midda	mida
klassen	Klaassen
kätte	kätte
sanud	saanud
ette	Ette
astus	astus
alba	Alba
kohharentnik	koharentnik
hans	Hans
aidu	Aidu
ja	ja
kaebas	kaebas
minna	Mina
kauplesin	kauplesin
hans	Hans
mei	Mei
kes	kes
alles	alles
lapseealine	lapseealine
ja	ja
surewälja	Suurewälja
addu	Adu
holekandmise	hoolekandmise
all	all
olli	oli
3	3
1	1
2	2
asta	aasta
est	eest
addu	Adu
sure	Suure
käest	käest
hans	Hans
mei	Mei
omma	oma
tahtmist	tahtmist
möda	mööda
ommale	omale
sulaseks	sulaseks
tenistuse	teenistuse
asta	aasta
hakkas	hakkas
üks	üks
näddala	nädala
enne	enne
mihklipäeva	Mihklipäeva
igga	Iga
kord	kord
kui	kui
asta	aasta
täis	täis
sai	sai
teggime	tegime
üks	üks
teisega	teisega
uestkaupa	uestkaupa
nõndasamma	Nõndasamma
teggime	tegime
minnewa	minewa
süggisel	sügisel
1888	1888
a.	a.
asta	aasta
kaupa	kaupa
ja	ja
ta	ta
lubbas	lubas
mind	mind
järgmise	järgmise
palgaga	palgaga
tenida	teenida
üks	üks
pallitu	palitu
suised	suised
rided	riided
pentsak	pentsak
west	west
ja	ja
püksid	püksid
3	3
rubla	rubla
rahha	raha
ja	ja
peale	peale
selle	selle
pastlid	pastlid
sokid	sokid
ja	ja
kindaid	kindaid
ni	nii
palju	palju
kui	kui
tarwis	tarwis
lähheb	läheb
palka	Palka
on	on
ta	ta
kätte	kätte
sanud	saanud
2	2
rubla	rubla
rahha	raha
ja	ja
üks	üks
pallitu	palitu
mis	mis
8	8
rubla	rubla
wärt	wäärt
on	on
agga	Aga
nüd	nüüd
ta	ta
joksis	jooksis
ühhe	ühe
näddala	nädala
est	eest
sallaja	salaja
meilt	meilt
ärra	ära
19	19
nädalat	nädalat
enne	enne
kui	kui
asta	aasta
täis	täis
sab	saab
minna	mina
ei	ei
olle	ole
sellega	sellega
rahhul	rahul
ja	ja
nõuan	nõuan
tedda	teda
ennese	enese
jure	juure
taggasi	tagasi
senniks	senniks
kui	kui
asta	aasta
täis	täis
sab	saab
ette	Ette
astus	astus
hans	Hans
mei	Mei
ja	ja
ütles	ütles
nõnda	Nõnda
wisi	wiisi
olli	oli
meie	meie
kaup	kaup
kuidas	kuidas
hans	Hans
aidu	Aidu
on	on
räkinud	rääkinud
selle	Selle
peale	peale
leppisiwad	leppisiwad
nad	nad
üks	üks
teisega	teisega
ärra	ära
ja	ja
hans	Hans
mei	Mei
lubbas	lubas
hans	Hans
aidu	Aidu
jure	juure
tenistuse	teenistuse
taggasi	tagasi
minna	minna
ja	ja
hans	Hans
aidu	Aidu
lubbas	lubas
temmale	temale
wel	weel
1	1
rubla	rubla
rahha	raha
asta	aasta
palga	palga
jure	juure
kohhus	Kohus
kinnitas	kinnitas
et	et
se	see
nõnda	nõnda
piddi	pidi
jäma	jääma
allakirjutus	Allakirjutus
kohtuvannem	kohtuvanem
jürri	Jüri
karja	Karja
xxx	xxx
kõrwasmes	kõrwasmees
mart	Mart
jõk	Jõk
xxx	xxx
mihkel	Mihkel
pett	Pett
kirjutaja	kirjutaja
joh	Joh
mets	Mets
tulli	Tuli
ette	ette
saueaugu	Saueaugu
kohha	koha
rentnik	rentnik
hans	Hans
allik	Allik
ja	ja
kaebas	kaebas
mihkel	Mihkel
karja	Karja
lõi	lõi
minnu	minu
2e	2e
astase	aastase
härikmullika	härikmullika
wigaseks	wigaseks
minna	mina
ei	ei
tahha	taha
sedda	seda
wigast	wigast
loma	looma
waid	waid
nõuan	nõuan
selle	selle
est	eest
14	14
rubla	Rubla
50	50
kopik	kopik
astus	Astus
ette	ette
wõnnu	Wõnnu
walla	walla
lige	liige
mihkel	Mihkel
karja	Karja
ja	ja
ütles	ütles
minnu	Minu
käes	käes
juhtus	juhtus
se	see
õnnetus	õnnetus
ja	ja
minna	mina
maksan	maksan
ka	ka
sedda	seda
nõutud	nõutud
summa	summa
14	14
rbl	Rbl
50	50
kopik	kopik
agga	aga
praegust	praegust
mull	mull
ei	ei
olle	ole
rahha	raha
wimaks	Wiimaks
hans	Hans
allik	Allik
ja	ja
mihkel	Mihkel
karja	Karja
leppisid	leppisid
se	see
peale	peale
et	et
mihkel	Mihkel
karja	Karja
maksab	maksab
7	7
rbl	Rbl
25	25
kopik	kopik
15	15
jani	Jaani
k	k
p	p
s	s
a.	a.
ja	ja
7	7
rbl	Rbl
25	25
kopik	kopik
10mal	10mal
septembri	Septembri
k	k
p	p
s	s
a.	a.
kohhus	Kohus
kinnitas	kinnitas
et	et
se	see
nõnda	nõnda
piddi	pidi
jäma	jääma
alla	Alla
kirjutus	kirjutus
kohtupeawanem	kohtupeawanem
jürri	Jüri
karja	Karja
kõrwasmes	kõrwasmees
mart	Mart
jõk	Jõk
mihkel	Mihkel
pett	Pett
kirjutaja	kirjutaja
joh	Joh
mets	Mets
ette	Ette
astus	astus
jan	Jaan
mutsu	Mutsu
wõnnu	Wõnnu
mõisa	mõisa
karjane	karjane
ja	ja
ütles	ütles
minna	Mina
wõtsin	wõtsin
annu	Anu
nab	Naab
hindriku	Hindriku
lesk	lesk
17	17
asta	aasta
est	eest
omma	oma
jure	juure
ellama	elama
ma	ma
ollen	olen
sit	siit
sadik	saadik
ta	ta
est	eest
holt	hoolt
kannud	kannud
ja	ja
nüd	nüüd
ka	ka
wel	weel
tedda	teda
omast	omast
kulust	kulust
mahha	maha
matnud	matnud
agga	aga
pusärgi	puusärgi
laudu	laudu
minna	mina
ei	ei
maksa	maksa
neid	neid
peawad	peawad
annu	Anu
nabi	Naabi
kaswatik	kaswatik
mihkel	Mihkel
karja	Karja
ja	ja
annu	Anu
nabi	Naabi
suggulane	sugulane
suggulane	sugulane
hans	Hans
us	Uus
kelle	kelle
jure	juure
annu	Anu
nabi	Naabi
kambri	kambri
palgid	palgid
said	said
widud	wiidud
kui	kui
ta	ta
minnu	minu
jure	juure
ellama	elama
tulli	tuli
wälja	wälja
maksma	maksma
ette	Ette
astus	astus
mihkel	Mihkel
karja	Karja
annu	Anu
nabi	Naabi
kaswatik	kaswatik
24	24
asta	aasta
est	eest
kaswatikuks	kaswatikuks
kirjutatud	kirjutatud
ja	ja
räkis	rääkis
minna	Mina
tahtsin	tahtsin
annu	Anu
naab´i	Naab´i
omma	oma
jure	juure
ellama	elama
wõtta	wõtta
agga	aga
ta	ta
ei	ei
tulnud	tulnud
ja	ja
lõi	lõi
isse	ise
minust	minust
lahti	lahti
ja	ja
läks	läks
kõige	kõige
omma	oma
warraga	waraga
jan	Jaan
mutsu	Mutsu
jure	juure
ellama	elama
minna	Mina
ei	ei
olle	ole
middagi	midagi
temma	tema
warast	warast
sanud	saanud
minna	mina
ei	ei
maksa	maksa
hans	Hans
us	Uus
astus	astus
ette	ette
ja	ja
ütles	ütles
minnu	Minu
jure	juure
said	said
küll	küll
annu	Anu
naab´i	Naab´i
kambri	kambri
palgid	palgid
todud	toodud
agga	aga
minnu	minu
jurest	juurest
wis	wiis
hans	Hans
wira	Wiira
ned	need
palgid	palgid
ärra	ära
minna	mina
ei	ei
olle	ole
neist	neist
middagi	midagi
sanud	saanud
sepärast	seepärast
minna	mina
ei	ei
maksa	maksa
et	Et
hans	Hans
wira	Wiira
lesknaene	lesknaene
annu	Anu
ja	ja
annu	Anu
naab´i	Naab´i
suggulane	sugulane
jan	Jaan
us	Uus
tänna	täna
sin	siin
ei	ei
olle	ole
jäb	jääb
se	see
assi	asi
es	ees
tulewaks	tulewaks
kohtupäewaks	kohtupäewaks
selletada	seletada
kohtu	Kohtu
päew	päew
jäi	jäi
27	27
märts	Märts
s	s
a	a
allakirjutus	Allakirjutus
peawanem	peawanem
jürri	Jüri
karja	Karja
xxx	xxx
kõrvasmes	kõrvasmees
mihkel	Mihkel
pett	Pett
xxx	xxx
tallitaja	Talitaja
hans	Hans
mõll	Mõll
xxx	xxx
kohtu	Kohtu
ette	ette
astus	astus
marri	Mari
welber	Welber
ja	ja
kaebas	kaebas
et	et
mart	Mart
wilmann	Wilmann
olla	olla
temma	tema
lehma	lehma
wigaseks	wigaseks
lönud	löönud
agga	aga
et	et
mart	Mart
willmann	Willmann
sell	sell
päewal	päewal
kohtu	kohtu
ette	ette
ei	ei
tulnud	tulnud
jäi	jäi
se	see
assi	asi
teiseks	teiseks
korraks	korraks
agga	aga
et	et
mart	Mart
willmann	Willmann
kässu	käsu
wastu	wastu
panni	pani
ja	ja
mitte	mitte
ei	ei
tulnud	tulnud
sai	sai
temmale	temale
trahwiks	trahwiks
mõistetud	mõistetud
kas	kas
1	1
2	2
rbl	rbl
rahha	raha
ehk	ehk
päwja	pääwja
ö	öö
puri	puuri
ehk	ehk
10	10
hopi	hoopi
peksa	peksa
rahha	raha
sab	saab
walla	walla
laeka	laeka
kohtumes	Kohtumees
addu	Adu
sirmann	Siirmann
kõrwames	Kõrwamees
jan	Jaan
ermann	Ermann
kõrwames	Kõrwamees
kustas	Kustas
oidorff	Oidorff
kirjutaja	Kirjutaja
mihkel	Mihkel
krup	Kruup
ette	Ette
astus	astus
marri	Mari
wanna	Wana
hansu	Hansu
naene	naene
ja	ja
kaebas	kaebas
minna	Mina
ollin	olin
31	31
mail	Mail
s	s
a	a
ösel	öösel
üksi	üksi
koddu	kodu
omma	oma
kolme	kolme
lapsega	lapsega
heitsin	Heitsin
laudile	laudile
maggama	magama
agga	aga
ei	ei
olnud	olnud
wel	weel
ärauinund	ärauinund
sis	siis
ma	ma
kulsin	kuulsin
kuidas	kuidas
üks	üks
mes	mees
sabastega	saabastega
kambri	kambri
ukse	ukse
kallale	kallale
tulli	tuli
ja	ja
püdis	püüdis
ust	ust
lahti	lahti
raputada	raputada
agga	aga
ei	ei
sanud	saanud
sis	siis
ta	ta
läks	läks
rehhealluse	rehealuse
wärrawa	wärawa
kallale	kallale
ja	ja
põrrutas	põrutas
selle	selle
peale	peale
selle	Selle
mürrina	mürina
peale	peale
tullin	tulin
omma	oma
laudilt	laudilt
mahha	maha
ja	ja
näggin	nägin
ukse	ukse
prau	prau
wahelt	wahelt
kuidas	kuidas
juhhan	Juhan
li	Lii
rehhealluse	rehealuse
taggumise	tagumise
ukse	ukse
kallal	kallal
olli	oli
ja	ja
püdis	püüdis
sedda	seda
noaga	noaga
lahti	lahti
tehha	teha
agga	aga
ei	ei
sanud	saanud
sel	sel
ajjal	ajal
tulli	tuli
teine	teine
mes	mees
wel	weel
juhhan	Juhan
li	Lii
jure	juure
sellel	sellel
ollid	olid
sapad	saapad
jalgas	jalgas
ja	ja
ütles	ütles
sa	Sa
ust	ust
lahti	lahti
ei	ei
sa	saa
ei	Ei
sa	saa
olli	oli
wastus	wastus
sis	Siis
nad	nad
läksid	läksid
seltsis	seltsis
aida	aida
ukse	ukse
kallale	kallale
mis	mis
ellumajjaga	elumajaga
ühhes	ühes
on	on
ja	ja
püdsid	püüdsid
sedda	seda
lahti	lahti
tehha	teha
sell	Sell
ajjal	ajal
joksin	jooksin
ma	ma
mihkel	Mihkel
nabi	Naabi
jure	juure
ja	ja
kutsusin	kutsusin
ta	ta
abiks	abiks
ta	ta
tulli	tuli
omma	oma
pojjaga	pojaga
seltsis	seltsis
ja	ja
hakkasid	hakkasid
emalt	eemalt
surt	suurt
kärra	kära
teggema	tegema
sis	siis
juhhan	Juhan
li	Lii
ja	ja
se	see
teine	teine
mes	mees
joksid	jooksid
ärra	ära
juhhan	Juhan
li	Lii
astus	astus
ette	ette
ja	ja
räkis	rääkis
wälja	wälja
minna	Mina
käisin	käisin
jan	Jaan
jõkiga	Jõkiga
seltsis	seltsis
hans	Hans
wanna	Wana
jures	juures
ma	ma
tahtsin	tahtsin
ta	ta
tütre	tütre
annaga	Annaga
kokku	kokku
sada	saada
ja	ja
põrrutasin	põrutasin
essiti	esiti
kambri	kambri
ukse	ukse
peale	peale
ja	ja
püdsin	püüdsin
sedda	seda
puorraga	puuoraga
lahti	lahti
tehha	teha
agga	aga
ei	ei
sanud	saanud
sis	siis
ma	ma
läksin	läksin
rehhealluse	rehealuse
wärrawa	wärawa
kallale	kallale
agga	aga
sedda	seda
ma	ma
ka	kaa
lahti	lahti
ei	ei
sanud	saanud
selle	selle
peale	peale
läksin	läksin
ma	ma
ühhe	ühe
teise	teise
ukse	ukse
kallale	kallale
ja	ja
püdsin	püüdsin
sedda	seda
lahti	lahti
tehha	teha
agga	aga
se	see
ei	ei
läinud	läinud
ka	kaa
lahti	lahti
sis	siis
ma	ma
kulsin	kuulsin
jutu	jutu
juminat	juminat
tulewat	tulewat
ja	ja
läksin	läksin
jan	Jaan
jõkiga	Jõkiga
seltsis	seltsis
sealt	sealt
ärra	ära
jan	Jaan
jõk	Jõk
astus	astus
ette	ette
ja	ja
ütles	ütles
ma	Ma
käisin	käisin
juhhan	Juhan
li	Lii
kutsumise	kutsumise
peale	peale
temmaga	temaga
seltsis	seltsis
hans	Hans
wanna	Wana
jures	juures
ta	ta
ütles	ütles
ennesel	enesel
tüdrukuga	tüdrukuga
asja	asja
olewat	olewat
temma	tema
katsus	katsus
uksi	uksi
lahti	lahti
tehha	teha
agga	aga
ei	ei
sanud	saanud
ja	ja
sis	siis
meie	meie
läksime	läksime
jälle	jälle
sealt	sealt
ärra	ära
se	See
assi	asi
on	on
ma	Maa
politsei	Politsei
selletada	seletada
antud	antud
estim	Eestim
talurahw	Talurahw
seadus	Seadus
art	art
1268	1268
allakirjutus	Allakirjutus
kohtuvannem	kohtuvanem
jürri	Jüri
karja	Karja
xxx	xxx
kõrwasmes	kõrwasmees
mart	Mart
jõk	Jõk
xxx	xxx
mihkel	Mihkel
pett	Pett
xxx	xxx
kirjutaja	kirjutaja
joh	Joh
mets	Mets
i	I
ette	Ette
astus	astus
tõnnis	Tõnis
mank	Mank
ja	ja
kaebas	kaebas
12	12
julil	Juulil
s	s
a.	a.
lõikasid	lõikasid
kaks	kaks
poissi	poissi
minnu	minu
nore	noore
õunapus	õunapuus
sisse	sisse
sured	suured
krammid	krammid
se	see
õunapu	õunapuu
on	on
3	3
tolli	tolli
jämmedane	jämedane
minna	mina
juhtusin	juhtusin
isse	ise
peale	peale
ajjasin	ajasin
neid	neid
tagga	taga
ja	ja
tundsin	tundsin
teise	teise
neist	neist
ärra	ära
et	et
se	see
olli	oli
karrel	Karel
liw	Liiw
wallast	wallast
ette	Ette
astus	astus
karel	Kaarel
liw	Liiw
ja	ja
ütles	ütles
minna	Mina
käisin	käisin
karrel	Karel
seltsis	seltsis
temma	tema
kutsumise	kutsumise
peale	peale
tõnnis	Tõnis
manki	Manki
jures	juures
ja	ja
lõikasin	lõikasin
temmaga	temaga
seltsis	seltsis
noaga	noaga
sedda	seda
õunapud	õunapuud
karrel	Karel
astus	astus
ette	ette
ja	ja
ütles	ütles
minna	Mina
ei	ei
olle	ole
karrel	Karel
liwaga	Liiwaga
seltsis	seltsis
käinud	käinud
tõnnis	Tõnis
manki	Manki
jures	juures
õunapud	õunapuud
lõikamas	lõikamas
temma	tema
kutsus	kutsus
mind	mind
tõnnis	Tõnis
manki	Manki
õuna	õuna
ärra	ära
toma	tooma
agga	aga
se	see
olli	oli
kaks	kaks
nädalat	nädalat
